method,sample_id,split,dataset,budget,dense_correct,dense_reliant,eligible_interventions,answer_fidelity,intervention_pass,intervention_answer_fidelity,legacy_flip_safe,reference_safe,combined_gold_safe,safety_pattern_64_128_256_432,minimum_observed_safe_budget,monotonic
fastv,visual_counterfact_size_000137,prospective,visual_counterfact_size,432,True,True,irrelevant|counterfactual,True,True,True,True,True,True,0001,432,True
fastv,visual_counterfact_size_000140,prospective,visual_counterfact_size,64,True,True,irrelevant|counterfactual,False,False,True,False,False,False,0111,128,True
fastv,visual_counterfact_size_000140,prospective,visual_counterfact_size,128,True,True,irrelevant|counterfactual,True,True,True,True,True,True,0111,128,True
fastv,visual_counterfact_size_000140,prospective,visual_counterfact_size,256,True,True,irrelevant|counterfactual,True,True,True,True,True,True,0111,128,True
fastv,visual_counterfact_size_000140,prospective,visual_counterfact_size,432,True,True,irrelevant|counterfactual,True,True,True,True,True,True,0111,128,True
fastv,visual_counterfact_size_000146,prospective,visual_counterfact_size,64,True,True,gray|irrelevant|counterfactual,True,True,False,True,False,False,0001,432,True
fastv,visual_counterfact_size_000146,prospective,visual_counterfact_size,128,True,True,gray|irrelevant|counterfactual,False,False,False,False,False,False,0001,432,True
fastv,visual_counterfact_size_000146,prospective,visual_counterfact_size,256,True,True,gray|irrelevant|counterfactual,True,True,False,True,False,False,0001,432,True
fastv,visual_counterfact_size_000146,prospective,visual_counterfact_size,432,True,True,gray|irrelevant|counterfactual,True,True,True,True,True,True,0001,432,True
fastv,visual_counterfact_size_000147,prospective,visual_counterfact_size,64,True,True,irrelevant|counterfactual,False,False,False,False,False,False,0001,432,True
fastv,visual_counterfact_size_000147,prospective,visual_counterfact_size,128,True,True,irrelevant|counterfactual,False,False,True,False,False,False,0001,432,True
fastv,visual_counterfact_size_000147,prospective,visual_counterfact_size,256,True,True,irrelevant|counterfactual,False,False,True,False,False,False,0001,432,True
fastv,visual_counterfact_size_000147,prospective,visual_counterfact_size,432,True,True,irrelevant|counterfactual,True,True,True,True,True,True,0001,432,True
fastv,visual_counterfact_size_000155,prospective,visual_counterfact_size,64,True,True,irrelevant|counterfactual,True,True,True,True,True,True,1001,64,False
fastv,visual_counterfact_size_000155,prospective,visual_counterfact_size,128,True,True,irrelevant|counterfactual,True,True,False,True,False,False,1001,64,False
fastv,visual_counterfact_size_000155,prospective,visual_counterfact_size,256,True,True,irrelevant|counterfactual,True,True,False,True,False,False,1001,64,False
fastv,visual_counterfact_size_000155,prospective,visual_counterfact_size,432,True,True,irrelevant|counterfactual,True,True,True,True,True,True,1001,64,False
fastv,visual_counterfact_size_000156,prospective,visual_counterfact_size,64,True,True,gray|irrelevant|counterfactual,False,False,False,False,False,False,0011,256,True
fastv,visual_counterfact_size_000156,prospective,visual_counterfact_size,128,True,True,gray|irrelevant|counterfactual,False,False,True,False,False,False,0011,256,True
fastv,visual_counterfact_size_000156,prospective,visual_counterfact_size,256,True,True,gray|irrelevant|counterfactual,True,True,True,True,True,True,0011,256,True
fastv,visual_counterfact_size_000156,prospective,visual_counterfact_size,432,True,True,gray|irrelevant|counterfactual,True,True,True,True,True,True,0011,256,True
fastv,visual_counterfact_size_000157,prospective,visual_counterfact_size,64,True,True,gray|irrelevant|counterfactual,True,False,False,False,False,False,0011,256,True
fastv,visual_counterfact_size_000157,prospective,visual_counterfact_size,128,True,True,gray|irrelevant|counterfactual,True,False,False,False,False,False,0011,256,True
fastv,visual_counterfact_size_000157,prospective,visual_counterfact_size,256,True,True,gray|irrelevant|counterfactual,True,True,True,True,True,True,0011,256,True
fastv,visual_counterfact_size_000157,prospective,visual_counterfact_size,432,True,True,gray|irrelevant|counterfactual,True,True,True,True,True,True,0011,256,True
fastv,visual_counterfact_size_000160,prospective,visual_counterfact_size,64,True,True,gray|irrelevant|counterfactual,False,False,False,False,False,False,0001,432,True
fastv,visual_counterfact_size_000160,prospective,visual_counterfact_size,128,True,True,gray|irrelevant|counterfactual,False,False,False,False,False,False,0001,432,True
fastv,visual_counterfact_size_000160,prospective,visual_counterfact_size,256,True,True,gray|irrelevant|counterfactual,False,False,False,False,False,False,0001,432,True
fastv,visual_counterfact_size_000160,prospective,visual_counterfact_size,432,True,True,gray|irrelevant|counterfactual,True,True,True,True,True,True,0001,432,True
fastv,visual_counterfact_size_000165,prospective,visual_counterfact_size,64,False,True,gray|blur|irrelevant,True,True,True,True,True,,1111,64,True
fastv,visual_counterfact_size_000165,prospective,visual_counterfact_size,128,False,True,gray|blur|irrelevant,True,True,True,True,True,,1111,64,True
fastv,visual_counterfact_size_000165,prospective,visual_counterfact_size,256,False,True,gray|blur|irrelevant,True,True,True,True,True,,1111,64,True
fastv,visual_counterfact_size_000165,prospective,visual_counterfact_size,432,False,True,gray|blur|irrelevant,True,True,True,True,True,,1111,64,True
fastv,visual_counterfact_size_000166,prospective,visual_counterfact_size,64,True,True,irrelevant|counterfactual,False,False,False,False,False,False,0001,432,True
fastv,visual_counterfact_size_000166,prospective,visual_counterfact_size,128,True,True,irrelevant|counterfactual,False,False,True,False,False,False,0001,432,True
fastv,visual_counterfact_size_000166,prospective,visual_counterfact_size,256,True,True,irrelevant|counterfactual,False,False,True,False,False,False,0001,432,True
fastv,visual_counterfact_size_000166,prospective,visual_counterfact_size,432,True,True,irrelevant|counterfactual,True,True,True,True,True,True,0001,432,True
fastv,visual_counterfact_size_000171,prospective,visual_counterfact_size,64,True,True,irrelevant|counterfactual,False,True,False,False,False,False,0111,128,True
fastv,visual_counterfact_size_000171,prospective,visual_counterfact_size,128,True,True,irrelevant|counterfactual,True,True,True,True,True,True,0111,128,True
fastv,visual_counterfact_size_000171,prospective,visual_counterfact_size,256,True,True,irrelevant|counterfactual,True,True,True,True,True,True,0111,128,True
fastv,visual_counterfact_size_000171,prospective,visual_counterfact_size,432,True,True,irrelevant|counterfactual,True,True,True,True,True,True,0111,128,True
fastv,visual_counterfact_size_000173,prospective,visual_counterfact_size,64,False,True,gray|blur|irrelevant,True,True,True,True,True,,1111,64,True
fastv,visual_counterfact_size_000173,prospective,visual_counterfact_size,128,False,True,gray|blur|irrelevant,True,True,True,True,True,,1111,64,True
fastv,visual_counterfact_size_000173,prospective,visual_counterfact_size,256,False,True,gray|blur|irrelevant,True,True,True,True,True,,1111,64,True
fastv,visual_counterfact_size_000173,prospective,visual_counterfact_size,432,False,True,gray|blur|irrelevant,True,True,True,True,True,,1111,64,True
fastv,visual_counterfact_size_000174,prospective,visual_counterfact_size,64,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_size_000174,prospective,visual_counterfact_size,128,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_size_000174,prospective,visual_counterfact_size,256,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_size_000174,prospective,visual_counterfact_size,432,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_size_000181,prospective,visual_counterfact_size,64,True,True,gray|irrelevant|counterfactual,True,False,False,False,False,False,0011,256,True
fastv,visual_counterfact_size_000181,prospective,visual_counterfact_size,128,True,True,gray|irrelevant|counterfactual,True,False,False,False,False,False,0011,256,True
fastv,visual_counterfact_size_000181,prospective,visual_counterfact_size,256,True,True,gray|irrelevant|counterfactual,True,True,True,True,True,True,0011,256,True
fastv,visual_counterfact_size_000181,prospective,visual_counterfact_size,432,True,True,gray|irrelevant|counterfactual,True,True,True,True,True,True,0011,256,True
fastv,visual_counterfact_size_000186,prospective,visual_counterfact_size,64,False,True,irrelevant,True,False,False,False,False,,0111,128,True
fastv,visual_counterfact_size_000186,prospective,visual_counterfact_size,128,False,True,irrelevant,True,True,True,True,True,,0111,128,True
fastv,visual_counterfact_size_000186,prospective,visual_counterfact_size,256,False,True,irrelevant,True,True,True,True,True,,0111,128,True
fastv,visual_counterfact_size_000186,prospective,visual_counterfact_size,432,False,True,irrelevant,True,True,True,True,True,,0111,128,True
fastv,visual_counterfact_size_000187,prospective,visual_counterfact_size,64,False,True,blur|irrelevant,True,False,False,False,False,,0011,256,True
fastv,visual_counterfact_size_000187,prospective,visual_counterfact_size,128,False,True,blur|irrelevant,True,False,False,False,False,,0011,256,True
fastv,visual_counterfact_size_000187,prospective,visual_counterfact_size,256,False,True,blur|irrelevant,True,True,True,True,True,,0011,256,True
fastv,visual_counterfact_size_000187,prospective,visual_counterfact_size,432,False,True,blur|irrelevant,True,True,True,True,True,,0011,256,True
fastv,visual_counterfact_size_000190,prospective,visual_counterfact_size,64,False,True,gray|blur|irrelevant|counterfactual,False,False,False,False,False,,0000,full,True
fastv,visual_counterfact_size_000190,prospective,visual_counterfact_size,128,False,True,gray|blur|irrelevant|counterfactual,False,False,False,False,False,,0000,full,True
fastv,visual_counterfact_size_000190,prospective,visual_counterfact_size,256,False,True,gray|blur|irrelevant|counterfactual,False,False,False,False,False,,0000,full,True
fastv,visual_counterfact_size_000190,prospective,visual_counterfact_size,432,False,True,gray|blur|irrelevant|counterfactual,False,False,True,False,False,,0000,full,True
fastv,visual_counterfact_size_000193,prospective,visual_counterfact_size,64,False,True,gray|blur|irrelevant,True,True,False,True,False,,0011,256,True
fastv,visual_counterfact_size_000193,prospective,visual_counterfact_size,128,False,True,gray|blur|irrelevant,True,True,False,True,False,,0011,256,True
fastv,visual_counterfact_size_000193,prospective,visual_counterfact_size,256,False,True,gray|blur|irrelevant,True,True,True,True,True,,0011,256,True
fastv,visual_counterfact_size_000193,prospective,visual_counterfact_size,432,False,True,gray|blur|irrelevant,True,True,True,True,True,,0011,256,True
fastv,visual_counterfact_size_000197,prospective,visual_counterfact_size,64,True,True,gray|irrelevant|counterfactual,True,False,False,False,False,False,0111,128,True
fastv,visual_counterfact_size_000197,prospective,visual_counterfact_size,128,True,True,gray|irrelevant|counterfactual,True,True,True,True,True,True,0111,128,True
fastv,visual_counterfact_size_000197,prospective,visual_counterfact_size,256,True,True,gray|irrelevant|counterfactual,True,True,True,True,True,True,0111,128,True
fastv,visual_counterfact_size_000197,prospective,visual_counterfact_size,432,True,True,gray|irrelevant|counterfactual,True,True,True,True,True,True,0111,128,True
fastv,visual_counterfact_size_000198,prospective,visual_counterfact_size,64,True,True,blur|irrelevant|counterfactual,False,False,True,False,False,False,0001,432,True
fastv,visual_counterfact_size_000198,prospective,visual_counterfact_size,128,True,True,blur|irrelevant|counterfactual,False,False,True,False,False,False,0001,432,True
fastv,visual_counterfact_size_000198,prospective,visual_counterfact_size,256,True,True,blur|irrelevant|counterfactual,False,False,True,False,False,False,0001,432,True
fastv,visual_counterfact_size_000198,prospective,visual_counterfact_size,432,True,True,blur|irrelevant|counterfactual,True,True,True,True,True,True,0001,432,True
fastv,visual_counterfact_size_000203,prospective,visual_counterfact_size,64,False,True,gray|blur|irrelevant,True,False,False,False,False,,0111,128,True
fastv,visual_counterfact_size_000203,prospective,visual_counterfact_size,128,False,True,gray|blur|irrelevant,True,True,True,True,True,,0111,128,True
fastv,visual_counterfact_size_000203,prospective,visual_counterfact_size,256,False,True,gray|blur|irrelevant,True,True,True,True,True,,0111,128,True
fastv,visual_counterfact_size_000203,prospective,visual_counterfact_size,432,False,True,gray|blur|irrelevant,True,True,True,True,True,,0111,128,True
fastv,visual_counterfact_size_000212,prospective,visual_counterfact_size,64,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_size_000212,prospective,visual_counterfact_size,128,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_size_000212,prospective,visual_counterfact_size,256,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_size_000212,prospective,visual_counterfact_size,432,True,True,counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_size_000226,prospective,visual_counterfact_size,64,True,True,irrelevant|counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_size_000226,prospective,visual_counterfact_size,128,True,True,irrelevant|counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_size_000226,prospective,visual_counterfact_size,256,True,True,irrelevant|counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_size_000226,prospective,visual_counterfact_size,432,True,True,irrelevant|counterfactual,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_size_000235,prospective,visual_counterfact_size,64,True,True,irrelevant|counterfactual,False,False,True,False,False,False,0001,432,True
fastv,visual_counterfact_size_000235,prospective,visual_counterfact_size,128,True,True,irrelevant|counterfactual,False,False,True,False,False,False,0001,432,True
fastv,visual_counterfact_size_000235,prospective,visual_counterfact_size,256,True,True,irrelevant|counterfactual,False,False,True,False,False,False,0001,432,True
fastv,visual_counterfact_size_000235,prospective,visual_counterfact_size,432,True,True,irrelevant|counterfactual,True,True,True,True,True,True,0001,432,True
fastv,visual_counterfact_size_000247,prospective,visual_counterfact_size,64,True,True,irrelevant|counterfactual,False,False,True,False,False,False,0001,432,True
fastv,visual_counterfact_size_000247,prospective,visual_counterfact_size,128,True,True,irrelevant|counterfactual,False,False,True,False,False,False,0001,432,True
fastv,visual_counterfact_size_000247,prospective,visual_counterfact_size,256,True,True,irrelevant|counterfactual,False,False,True,False,False,False,0001,432,True
fastv,visual_counterfact_size_000247,prospective,visual_counterfact_size,432,True,True,irrelevant|counterfactual,True,True,True,True,True,True,0001,432,True
fastv,visual_counterfact_size_000258,prospective,visual_counterfact_size,64,False,True,gray|blur|irrelevant,True,True,True,True,True,,1111,64,True
fastv,visual_counterfact_size_000258,prospective,visual_counterfact_size,128,False,True,gray|blur|irrelevant,True,True,True,True,True,,1111,64,True
fastv,visual_counterfact_size_000258,prospective,visual_counterfact_size,256,False,True,gray|blur|irrelevant,True,True,True,True,True,,1111,64,True
fastv,visual_counterfact_size_000258,prospective,visual_counterfact_size,432,False,True,gray|blur|irrelevant,True,True,True,True,True,,1111,64,True
fastv,visual_counterfact_size_000260,prospective,visual_counterfact_size,64,True,True,irrelevant|counterfactual,False,False,True,False,False,False,0111,128,True
fastv,visual_counterfact_size_000260,prospective,visual_counterfact_size,128,True,True,irrelevant|counterfactual,True,True,True,True,True,True,0111,128,True
fastv,visual_counterfact_size_000260,prospective,visual_counterfact_size,256,True,True,irrelevant|counterfactual,True,True,True,True,True,True,0111,128,True
fastv,visual_counterfact_size_000260,prospective,visual_counterfact_size,432,True,True,irrelevant|counterfactual,True,True,True,True,True,True,0111,128,True
fastv,visual_counterfact_size_000264,prospective,visual_counterfact_size,64,False,True,gray|blur|irrelevant,True,True,False,True,False,,0111,128,True
fastv,visual_counterfact_size_000264,prospective,visual_counterfact_size,128,False,True,gray|blur|irrelevant,True,True,True,True,True,,0111,128,True
fastv,visual_counterfact_size_000264,prospective,visual_counterfact_size,256,False,True,gray|blur|irrelevant,True,True,True,True,True,,0111,128,True
fastv,visual_counterfact_size_000264,prospective,visual_counterfact_size,432,False,True,gray|blur|irrelevant,True,True,True,True,True,,0111,128,True
fastv,visual_counterfact_size_000272,prospective,visual_counterfact_size,64,False,True,gray|blur|irrelevant,True,False,False,False,False,,0111,128,True
fastv,visual_counterfact_size_000272,prospective,visual_counterfact_size,128,False,True,gray|blur|irrelevant,True,True,True,True,True,,0111,128,True
fastv,visual_counterfact_size_000272,prospective,visual_counterfact_size,256,False,True,gray|blur|irrelevant,True,True,True,True,True,,0111,128,True
fastv,visual_counterfact_size_000272,prospective,visual_counterfact_size,432,False,True,gray|blur|irrelevant,True,True,True,True,True,,0111,128,True
fastv,visual_counterfact_size_000284,prospective,visual_counterfact_size,64,False,True,blur|irrelevant,True,False,False,False,False,,0111,128,True
fastv,visual_counterfact_size_000284,prospective,visual_counterfact_size,128,False,True,blur|irrelevant,True,True,True,True,True,,0111,128,True
fastv,visual_counterfact_size_000284,prospective,visual_counterfact_size,256,False,True,blur|irrelevant,True,True,True,True,True,,0111,128,True
fastv,visual_counterfact_size_000284,prospective,visual_counterfact_size,432,False,True,blur|irrelevant,True,True,True,True,True,,0111,128,True
fastv,visual_counterfact_size_000289,prospective,visual_counterfact_size,64,True,True,irrelevant|counterfactual,True,False,False,False,False,False,0111,128,True
fastv,visual_counterfact_size_000289,prospective,visual_counterfact_size,128,True,True,irrelevant|counterfactual,True,True,True,True,True,True,0111,128,True
fastv,visual_counterfact_size_000289,prospective,visual_counterfact_size,256,True,True,irrelevant|counterfactual,True,True,True,True,True,True,0111,128,True
fastv,visual_counterfact_size_000289,prospective,visual_counterfact_size,432,True,True,irrelevant|counterfactual,True,True,True,True,True,True,0111,128,True
fastv,visual_counterfact_size_000290,prospective,visual_counterfact_size,64,True,True,irrelevant,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_size_000290,prospective,visual_counterfact_size,128,True,True,irrelevant,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_size_000290,prospective,visual_counterfact_size,256,True,True,irrelevant,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_size_000290,prospective,visual_counterfact_size,432,True,True,irrelevant,True,True,True,True,True,True,1111,64,True
fastv,visual_counterfact_size_000295,prospective,visual_counterfact_size,64,True,True,blur|irrelevant|counterfactual,False,False,False,False,False,False,0000,full,True
fastv,visual_counterfact_size_000295,prospective,visual_counterfact_size,128,True,True,blur|irrelevant|counterfactual,False,False,False,False,False,False,0000,full,True
fastv,visual_counterfact_size_000295,prospective,visual_counterfact_size,256,True,True,blur|irrelevant|counterfactual,False,False,False,False,False,False,0000,full,True
fastv,visual_counterfact_size_000295,prospective,visual_counterfact_size,432,True,True,blur|irrelevant|counterfactual,False,False,True,False,False,False,0000,full,True
fastv,visual_counterfact_size_000296,prospective,visual_counterfact_size,64,True,True,irrelevant|counterfactual,True,True,False,True,False,False,0111,128,True
fastv,visual_counterfact_size_000296,prospective,visual_counterfact_size,128,True,True,irrelevant|counterfactual,True,True,True,True,True,True,0111,128,True
fastv,visual_counterfact_size_000296,prospective,visual_counterfact_size,256,True,True,irrelevant|counterfactual,True,True,True,True,True,True,0111,128,True
fastv,visual_counterfact_size_000296,prospective,visual_counterfact_size,432,True,True,irrelevant|counterfactual,True,True,True,True,True,True,0111,128,True
fastv,visual_counterfact_size_000310,prospective,visual_counterfact_size,64,False,True,blur|irrelevant,True,False,False,False,False,,0011,256,True
fastv,visual_counterfact_size_000310,prospective,visual_counterfact_size,128,False,True,blur|irrelevant,True,False,False,False,False,,0011,256,True
fastv,visual_counterfact_size_000310,prospective,visual_counterfact_size,256,False,True,blur|irrelevant,True,True,True,True,True,,0011,256,True
fastv,visual_counterfact_size_000310,prospective,visual_counterfact_size,432,False,True,blur|irrelevant,True,True,True,True,True,,0011,256,True
fastv,visual_counterfact_size_000311,prospective,visual_counterfact_size,64,True,True,blur|irrelevant|counterfactual,False,False,False,False,False,False,0111,128,True
fastv,visual_counterfact_size_000311,prospective,visual_counterfact_size,128,True,True,blur|irrelevant|counterfactual,True,True,True,True,True,True,0111,128,True
fastv,visual_counterfact_size_000311,prospective,visual_counterfact_size,256,True,True,blur|irrelevant|counterfactual,True,True,True,True,True,True,0111,128,True
fastv,visual_counterfact_size_000311,prospective,visual_counterfact_size,432,True,True,blur|irrelevant|counterfactual,True,True,True,True,True,True,0111,128,True
fastv,visual_counterfact_size_000317,prospective,visual_counterfact_size,64,True,True,irrelevant|counterfactual,True,False,False,False,False,False,0011,256,True
fastv,visual_counterfact_size_000317,prospective,visual_counterfact_size,128,True,True,irrelevant|counterfactual,True,True,False,True,False,False,0011,256,True
fastv,visual_counterfact_size_000317,prospective,visual_counterfact_size,256,True,True,irrelevant|counterfactual,True,True,True,True,True,True,0011,256,True
fastv,visual_counterfact_size_000317,prospective,visual_counterfact_size,432,True,True,irrelevant|counterfactual,True,True,True,True,True,True,0011,256,True
fastv,visual_counterfact_size_000322,prospective,visual_counterfact_size,64,False,True,gray|blur|irrelevant,True,False,False,False,False,,0011,256,True
fastv,visual_counterfact_size_000322,prospective,visual_counterfact_size,128,False,True,gray|blur|irrelevant,True,False,False,False,False,,0011,256,True
fastv,visual_counterfact_size_000322,prospective,visual_counterfact_size,256,False,True,gray|blur|irrelevant,True,True,True,True,True,,0011,256,True
fastv,visual_counterfact_size_000322,prospective,visual_counterfact_size,432,False,True,gray|blur|irrelevant,True,True,True,True,True,,0011,256,True
fastv,visual_counterfact_size_000325,prospective,visual_counterfact_size,64,True,True,blur|irrelevant|counterfactual,False,False,False,False,False,False,0011,256,True
fastv,visual_counterfact_size_000325,prospective,visual_counterfact_size,128,True,True,blur|irrelevant|counterfactual,False,False,False,False,False,False,0011,256,True
fastv,visual_counterfact_size_000325,prospective,visual_counterfact_size,256,True,True,blur|irrelevant|counterfactual,True,True,True,True,True,True,0011,256,True
fastv,visual_counterfact_size_000325,prospective,visual_counterfact_size,432,True,True,blur|irrelevant|counterfactual,True,True,True,True,True,True,0011,256,True
fastv,visual_counterfact_size_000329,prospective,visual_counterfact_size,64,True,True,irrelevant|counterfactual,False,False,False,False,False,False,0001,432,True
fastv,visual_counterfact_size_000329,prospective,visual_counterfact_size,128,True,True,irrelevant|counterfactual,True,False,False,False,False,False,0001,432,True
fastv,visual_counterfact_size_000329,prospective,visual_counterfact_size,256,True,True,irrelevant|counterfactual,True,False,False,False,False,False,0001,432,True
fastv,visual_counterfact_size_000329,prospective,visual_counterfact_size,432,True,True,irrelevant|counterfactual,True,True,True,True,True,True,0001,432,True
fastv,visual_counterfact_size_000330,prospective,visual_counterfact_size,64,True,True,gray|irrelevant|counterfactual,False,False,False,False,False,False,0111,128,True
fastv,visual_counterfact_size_000330,prospective,visual_counterfact_size,128,True,True,gray|irrelevant|counterfactual,True,True,True,True,True,True,0111,128,True
fastv,visual_counterfact_size_000330,prospective,visual_counterfact_size,256,True,True,gray|irrelevant|counterfactual,True,True,True,True,True,True,0111,128,True
fastv,visual_counterfact_size_000330,prospective,visual_counterfact_size,432,True,True,gray|irrelevant|counterfactual,True,True,True,True,True,True,0111,128,True
fastv,visual_counterfact_size_000335,prospective,visual_counterfact_size,64,True,True,counterfactual,True,False,False,False,False,False,0001,432,True
fastv,visual_counterfact_size_000335,prospective,visual_counterfact_size,128,True,True,counterfactual,True,False,False,False,False,False,0001,432,True
fastv,visual_counterfact_size_000335,prospective,visual_counterfact_size,256,True,True,counterfactual,True,False,False,False,False,False,0001,432,True
fastv,visual_counterfact_size_000335,prospective,visual_counterfact_size,432,True,True,counterfactual,True,True,True,True,True,True,0001,432,True
fastv,visual_counterfact_size_000342,prospective,visual_counterfact_size,64,False,True,gray|blur|irrelevant,True,True,True,True,True,,1111,64,True
fastv,visual_counterfact_size_000342,prospective,visual_counterfact_size,128,False,True,gray|blur|irrelevant,True,True,True,True,True,,1111,64,True
fastv,visual_counterfact_size_000342,prospective,visual_counterfact_size,256,False,True,gray|blur|irrelevant,True,True,True,True,True,,1111,64,True
fastv,visual_counterfact_size_000342,prospective,visual_counterfact_size,432,False,True,gray|blur|irrelevant,True,True,True,True,True,,1111,64,True
fastv,visual_counterfact_size_000348,prospective,visual_counterfact_size,64,True,True,gray|irrelevant|counterfactual,False,False,False,False,False,False,0011,256,True
fastv,visual_counterfact_size_000348,prospective,visual_counterfact_size,128,True,True,gray|irrelevant|counterfactual,False,False,True,False,False,False,0011,256,True
fastv,visual_counterfact_size_000348,prospective,visual_counterfact_size,256,True,True,gray|irrelevant|counterfactual,True,True,True,True,True,True,0011,256,True
fastv,visual_counterfact_size_000348,prospective,visual_counterfact_size,432,True,True,gray|irrelevant|counterfactual,True,True,True,True,True,True,0011,256,True
fastv,visual_counterfact_size_000362,prospective,visual_counterfact_size,64,True,True,gray|blur|irrelevant|counterfactual,True,False,False,False,False,False,0111,128,True
fastv,visual_counterfact_size_000362,prospective,visual_counterfact_size,128,True,True,gray|blur|irrelevant|counterfactual,True,True,True,True,True,True,0111,128,True
fastv,visual_counterfact_size_000362,prospective,visual_counterfact_size,256,True,True,gray|blur|irrelevant|counterfactual,True,True,True,True,True,True,0111,128,True
fastv,visual_counterfact_size_000362,prospective,visual_counterfact_size,432,True,True,gray|blur|irrelevant|counterfactual,True,True,True,True,True,True,0111,128,True
fastv,visual_counterfact_size_000363,prospective,visual_counterfact_size,64,False,True,gray|blur|irrelevant,True,True,False,True,False,,0011,256,True
fastv,visual_counterfact_size_000363,prospective,visual_counterfact_size,128,False,True,gray|blur|irrelevant,True,True,False,True,False,,0011,256,True
fastv,visual_counterfact_size_000363,prospective,visual_counterfact_size,256,False,True,gray|blur|irrelevant,True,True,True,True,True,,0011,256,True
fastv,visual_counterfact_size_000363,prospective,visual_counterfact_size,432,False,True,gray|blur|irrelevant,True,True,True,True,True,,0011,256,True
fastv,visual_counterfact_size_000368,prospective,visual_counterfact_size,64,True,True,irrelevant|counterfactual,False,False,False,False,False,False,0001,432,True
fastv,visual_counterfact_size_000368,prospective,visual_counterfact_size,128,True,True,irrelevant|counterfactual,False,False,True,False,False,False,0001,432,True
fastv,visual_counterfact_size_000368,prospective,visual_counterfact_size,256,True,True,irrelevant|counterfactual,False,False,True,False,False,False,0001,432,True
fastv,visual_counterfact_size_000368,prospective,visual_counterfact_size,432,True,True,irrelevant|counterfactual,True,True,True,True,True,True,0001,432,True
fastv,visual_counterfact_size_000374,prospective,visual_counterfact_size,64,True,True,irrelevant,True,True,False,True,False,False,0000,full,True
fastv,visual_counterfact_size_000374,prospective,visual_counterfact_size,128,True,True,irrelevant,True,True,False,True,False,False,0000,full,True
fastv,visual_counterfact_size_000374,prospective,visual_counterfact_size,256,True,True,irrelevant,True,True,False,True,False,False,0000,full,True
fastv,visual_counterfact_size_000374,prospective,visual_counterfact_size,432,True,True,irrelevant,True,False,False,False,False,False,0000,full,True
fastv,visual_counterfact_size_000375,prospective,visual_counterfact_size,64,True,True,irrelevant,True,True,True,True,True,True,1101,64,False
fastv,visual_counterfact_size_000375,prospective,visual_counterfact_size,128,True,True,irrelevant,True,True,True,True,True,True,1101,64,False
fastv,visual_counterfact_size_000375,prospective,visual_counterfact_size,256,True,True,irrelevant,True,True,False,True,False,False,1101,64,False
fastv,visual_counterfact_size_000375,prospective,visual_counterfact_size,432,True,True,irrelevant,True,True,True,True,True,True,1101,64,False
fastv,visual_counterfact_size_000379,prospective,visual_counterfact_size,64,False,True,blur|irrelevant,True,False,False,False,False,,0011,256,True
fastv,visual_counterfact_size_000379,prospective,visual_counterfact_size,128,False,True,blur|irrelevant,True,False,False,False,False,,0011,256,True
fastv,visual_counterfact_size_000379,prospective,visual_counterfact_size,256,False,True,blur|irrelevant,True,True,True,True,True,,0011,256,True
fastv,visual_counterfact_size_000379,prospective,visual_counterfact_size,432,False,True,blur|irrelevant,True,True,True,True,True,,0011,256,True
fastv,visual_counterfact_size_000388,prospective,visual_counterfact_size,64,False,True,gray|blur|irrelevant,True,False,False,False,False,,0001,432,True
fastv,visual_counterfact_size_000388,prospective,visual_counterfact_size,128,False,True,gray|blur|irrelevant,True,False,False,False,False,,0001,432,True
fastv,visual_counterfact_size_000388,prospective,visual_counterfact_size,256,False,True,gray|blur|irrelevant,True,True,False,True,False,,0001,432,True
fastv,visual_counterfact_size_000388,prospective,visual_counterfact_size,432,False,True,gray|blur|irrelevant,True,True,True,True,True,,0001,432,True
fastv,visual_counterfact_size_000391,prospective,visual_counterfact_size,64,False,True,blur|irrelevant,True,True,True,True,True,,1111,64,True
fastv,visual_counterfact_size_000391,prospective,visual_counterfact_size,128,False,True,blur|irrelevant,True,True,True,True,True,,1111,64,True
fastv,visual_counterfact_size_000391,prospective,visual_counterfact_size,256,False,True,blur|irrelevant,True,True,True,True,True,,1111,64,True
fastv,visual_counterfact_size_000391,prospective,visual_counterfact_size,432,False,True,blur|irrelevant,True,True,True,True,True,,1111,64,True
